Player ID,Name,Team,Position,Cost,Total Points,Minutes,Goals Scored,Assists,Clean Sheets,Selected By %,ROI,Points per Minute,PpM ROI
443,Dennis,Nott'm Forest,4,5.0,39,709,2,2,1,0.6,7.8,0.05500705218617771,0.42905500705218613
445,Felipe,Nott'm Forest,2,4.5,25,1417,0,1,1,0.2,5.555555555555555,0.017642907551164433,0.09801615306202463
446,Freuler,Nott'm Forest,3,5.0,54,2157,0,0,6,0.0,10.8,0.025034770514603615,0.27037552155771905
447,Gibbs-White,Nott'm Forest,3,6.0,145,3151,5,12,8,4.3,24.166666666666668,0.04601713741669311,1.112080820903417
450,Johnson,Nott'm Forest,3,6.0,122,2930,8,5,7,1.0,20.333333333333332,0.041638225255972695,0.8466439135381114
451,Kouyaté,Nott'm Forest,3,5.0,35,871,1,0,2,0.0,7.0,0.040183696900114814,0.2812858783008037
453,Mangala,Nott'm Forest,3,5.0,50,1543,1,1,5,0.0,10.0,0.03240440699935191,0.3240440699935191
455,McKenna,Nott'm Forest,2,4.5,40,1570,0,0,5,0.1,8.88888888888889,0.025477707006369428,0.2264685067232838
457,Niakhaté,Nott'm Forest,2,4.5,25,1163,0,0,2,0.2,5.555555555555555,0.021496130696474634,0.11942294831374796
458,O'Brien,Nott'm Forest,3,5.0,22,578,1,0,1,0.0,4.4,0.03806228373702422,0.1674740484429066
463,Shelvey,Nott'm Forest,3,5.0,16,573,0,0,1,0.0,3.2,0.027923211169284468,0.0893542757417103
465,Toffolo,Nott'm Forest,2,4.5,30,933,0,0,2,0.1,6.666666666666667,0.03215434083601286,0.21436227224008575
467,Williams,Nott'm Forest,2,4.5,54,1872,1,1,4,0.4,12.0,0.028846153846153848,0.34615384615384615
468,Wood,Nott'm Forest,4,5.0,53,807,3,0,4,0.5,10.6,0.06567534076827757,0.6961586121437422
469,Worrall,Nott'm Forest,2,4.5,61,2215,1,0,5,0.1,13.555555555555555,0.027539503386004513,0.3733132681213945
470,Yates,Nott'm Forest,3,5.0,53,1833,0,3,5,0.1,10.6,0.028914348063284235,0.30649208947081286
492,Bentancur,Spurs,3,5.5,71,1501,5,2,6,0.0,12.909090909090908,0.04730179880079947,0.6106232208830477
493,Bissouma,Spurs,3,5.0,27,998,0,0,1,0.1,5.4,0.027054108216432865,0.14609218436873747
495,Davies,Spurs,2,4.5,99,2284,2,3,9,0.6,22.0,0.043345008756567424,0.9535901926444833
496,Dier,Spurs,2,4.5,96,2816,2,1,9,0.9,21.333333333333332,0.03409090909090909,0.7272727272727272
497,E.Royal,Spurs,2,4.5,86,1729,2,2,7,0.6,19.11111111111111,0.04973973395026027,0.9505815821605296
498,Forster,Spurs,1,4.0,40,1215,0,0,3,5.6,10.0,0.03292181069958848,0.32921810699588483
499,Højbjerg,Spurs,3,5.5,120,3131,4,5,10,0.4,21.818181818181817,0.03832641328648994,0.8362126535234168
500,Kane,Spurs,4,12.5,263,3406,30,9,11,17.3,21.04,0.07721667645331767,1.6246388725778038
501,Kulusevski,Spurs,3,7.0,96,2062,2,7,8,2.1,13.714285714285714,0.04655674102812803,0.6384924483857558
502,Lloris,Spurs,1,5.0,89,2205,0,0,7,0.8,17.8,0.04036281179138322,0.7184580498866213
504,Maddison,Spurs,3,7.5,135,2479,10,9,4,18.4,18.0,0.05445744251714401,0.9802339653085922
506,Pedro Porro,Spurs,2,5.0,59,1132,3,3,2,4.4,11.8,0.052120141342756186,0.615017667844523
507,Perišić,Spurs,2,5.0,94,2099,1,8,6,1.9,18.8,0.04478323010957599,0.8419247260600285
509,Richarlison,Spurs,3,7.0,54,995,1,5,3,1.8,7.714285714285714,0.054271356783919596,0.418664752333094
511,Romero,Spurs,2,4.5,66,2363,0,2,8,0.9,14.666666666666666,0.0279305966991113,0.4096487515869657
512,Sánchez,Spurs,2,4.5,28,848,0,0,2,0.2,6.222222222222222,0.0330188679245283,0.20545073375262055
514,Sessegnon,Spurs,2,4.5,35,805,2,1,1,0.2,7.777777777777778,0.043478260869565216,0.33816425120772947
515,Skipp,Spurs,3,5.0,43,1489,1,0,4,0.1,8.6,0.02887844190732035,0.24835460040295498
516,Son,Spurs,3,9.0,152,2886,10,6,9,5.6,16.88888888888889,0.05266805266805267,0.8895048895048895
522,N.Aguerd,West Ham,2,4.5,58,1594,2,0,5,0.8,12.88888888888889,0.03638644918444166,0.4689809005994703
523,Antonio,West Ham,4,6.0,84,1822,5,3,5,1.7,14.0,0.04610318331503842,0.6454445664105378
525,Benrahma,West Ham,3,6.0,106,2059,6,3,6,1.1,17.666666666666668,0.05148130160271977,0.9095029949813827
526,Bowen,West Ham,3,7.0,145,3232,6,9,9,4.2,20.714285714285715,0.04486386138613861,0.9293228429985856
528,Coufal,West Ham,2,4.5,58,2135,0,2,4,0.3,12.88888888888889,0.027166276346604217,0.35014311735623216
530,Cresswell,West Ham,2,4.5,74,2235,0,1,6,0.9,16.444444444444443,0.033109619686800894,0.5444693015162814
531,Downes,West Ham,3,5.0,27,752,0,0,1,0.0,5.4,0.03590425531914894,0.1938829787234043
532,Emerson,West Ham,2,4.5,39,1317,1,0,2,0.3,8.666666666666666,0.029612756264236904,0.25664388762338647
533,Fabianski,West Ham,1,4.5,127,3111,0,0,9,3.3,28.22222222222222,0.04082288653166184,1.152112575449123
534,P.Fornals,West Ham,3,5.0,71,1493,3,1,1,0.1,14.2,0.047555257870060284,0.675284661754856
535,Ings,West Ham,4,6.0,97,1579,8,2,5,1.3,16.166666666666668,0.06143128562381254,0.9931391175849694
536,Johnson,West Ham,2,4.5,29,860,0,0,2,0.1,6.444444444444445,0.03372093023255814,0.21731266149870804
537,Kehrer,West Ham,2,4.5,67,2229,0,3,5,0.2,14.88888888888889,0.0300583221175415,0.4475350181945068
539,L.Paquetá,West Ham,3,6.0,98,2154,4,5,6,1.6,16.333333333333332,0.04549675023212628,0.7431135871247292
540,Rice,West Ham,3,5.5,116,3272,4,3,9,5.2,21.09090909090909,0.035452322738386305,0.7477217159368748
541,Scamacca,West Ham,4,6.0,41,921,3,0,3,0.3,6.833333333333333,0.04451682953311618,0.3041983351429605
542,Souček,West Ham,3,5.0,100,2811,2,4,8,1.0,20.0,0.03557452863749555,0.711490572749911
544,Zouma,West Ham,2,4.5,88,1988,2,1,7,0.7,19.555555555555557,0.04426559356136821,0.8656382740889783
577,Ogbonna,West Ham,2,4.5,44,1234,0,0,4,0.0,9.777777777777779,0.03565640194489465,0.3486403745723033
545,Aït-Nouri,Wolves,2,4.5,41,1067,1,0,4,0.3,9.11111111111111,0.038425492033739454,0.350098927418515
548,Bueno,Wolves,2,4.5,41,1307,0,1,3,0.2,9.11111111111111,0.03136954858454476,0.28581144265918557
551,Dawson,Wolves,2,4.5,75,2134,1,1,7,0.3,16.666666666666668,0.035145267104029994,0.5857544517338332
554,Guedes,Wolves,3,5.5,29,703,1,1,2,0.1,5.2727272727272725,0.041251778093883355,0.21750937540411222
557,Hee Chan,Wolves,3,5.5,60,1117,3,2,3,0.2,10.909090909090908,0.05371530886302596,0.5859851875966468
558,Raúl,Wolves,4,5.5,29,839,0,2,2,0.3,5.2727272727272725,0.03456495828367104,0.18225159822299275
559,João Gomes,Wolves,3,5.0,21,649,1,0,2,0.1,4.2,0.032357473035439135,0.1359013867488444
560,J.Otto,Wolves,2,4.5,45,1257,1,0,5,0.1,10.0,0.03579952267303103,0.35799522673031026
563,Kilman,Wolves,2,4.5,109,3307,0,1,11,1.1,24.22222222222222,0.03296038705775627,0.7983738198434297
565,Lemina,Wolves,3,5.0,35,1297,0,1,5,0.0,7.0,0.026985350809560524,0.18889745566692367
566,Matheus N.,Wolves,3,5.0,80,2467,1,1,11,0.3,16.0,0.032428050263477906,0.5188488042156465
567,Neto,Wolves,3,5.5,37,962,0,2,5,0.2,6.7272727272727275,0.038461538461538464,0.25874125874125875
568,Podence,Wolves,3,5.5,92,1760,6,1,6,0.2,16.727272727272727,0.05227272727272727,0.8743801652892561
569,José Sá,Wolves,1,5.0,148,3240,0,0,11,1.6,29.6,0.04567901234567901,1.3520987654320988
570,Sarabia,Wolves,3,5.0,27,764,1,0,3,0.1,5.4,0.03534031413612566,0.19083769633507855
572,N.Semedo,Wolves,2,4.5,75,2633,0,1,8,0.3,16.666666666666668,0.0284846183061147,0.47474363843524503
573,Toti,Wolves,2,4.5,43,978,1,0,4,0.2,9.555555555555555,0.04396728016359918,0.42013178822994773
