Player ID,Name,Team,Position,Cost,Total Points,Minutes,Goals Scored,Assists,Clean Sheets,Selected By %,Status,ROI,Points per Minute,PpM ROI
150,Andrey Santos,Chelsea,3,4.5,1,7,0,0,0,0.1,a,0.2222222222222222,0.14285714285714285,0.031746031746031744
151,Ângelo,Chelsea,3,4.5,0,0,0,0,0,0.4,a,0.0,0.0,0.0
152,Arrizabalaga,Chelsea,1,4.5,0,0,0,0,0,0.4,a,0.0,0.0,0.0
153,B.Badiashile,Chelsea,2,4.5,35,1337,0,1,3,0.2,a,7.777777777777778,0.02617801047120419,0.2036067481093659
154,Bergström,Chelsea,1,4.0,0,0,0,0,0,0.2,a,0.0,0.0,0.0
155,Bettinelli,Chelsea,1,4.0,-1,0,0,0,0,0.3,a,-0.25,-1.0,0.25
156,Broja,Chelsea,4,5.5,35,529,1,2,3,0.1,a,6.363636363636363,0.0661625708884688,0.4210345420175287
157,Caicedo,Chelsea,3,5.0,84,2865,1,3,7,0.7,a,16.8,0.02931937172774869,0.49256544502617805
158,Casadei,Chelsea,3,4.5,11,71,0,0,0,0.1,a,2.4444444444444446,0.15492957746478872,0.37871674491392804
159,Chalobah,Chelsea,2,4.5,39,949,1,0,3,0.3,a,8.666666666666666,0.0410958904109589,0.3561643835616438
160,Chilwell,Chelsea,2,5.0,24,752,0,2,1,0.9,a,4.8,0.031914893617021274,0.1531914893617021
161,Chukwuemeka,Chelsea,3,5.0,16,222,1,1,0,0.1,a,3.2,0.07207207207207207,0.23063063063063063
162,Colwill,Chelsea,2,4.5,65,1794,1,1,5,1.1,a,14.444444444444445,0.036231884057971016,0.5233494363929146
163,Cucurella,Chelsea,2,5.0,44,1783,0,3,4,7.9,a,8.8,0.024677509814918678,0.2171620863712844
164,D.D.Fofana,Chelsea,4,5.5,50,876,4,1,1,0.1,a,9.090909090909092,0.05707762557077625,0.518887505188875
165,Deivid,Chelsea,4,5.0,2,11,0,0,0,0.1,a,0.4,0.18181818181818182,0.07272727272727274
166,Dewsbury-Hall,Chelsea,3,6.0,0,0,0,0,0,0.6,a,0.0,0.0,0.0
167,Disasi,Chelsea,2,4.5,71,2579,2,0,5,0.7,a,15.777777777777779,0.02753005040713455,0.43436301753478956
168,Enzo,Chelsea,3,5.0,77,2208,3,3,5,1.1,a,15.4,0.034873188405797104,0.5370471014492754
169,Gallagher,Chelsea,3,6.0,129,3129,5,8,8,1.4,a,21.5,0.04122722914669223,0.886385426653883
170,Gilchrist,Chelsea,2,4.0,20,200,1,0,1,0.9,a,5.0,0.1,0.5
171,Gusto,Chelsea,2,5.0,74,1746,0,6,5,3.1,a,14.8,0.042382588774341354,0.6272623138602521
173,Kellyman,Chelsea,3,4.5,2,35,0,0,0,0.0,a,0.4444444444444444,0.05714285714285714,0.025396825396825393
174,Lavia,Chelsea,3,4.5,1,32,0,0,0,0.5,a,0.2222222222222222,0.03125,0.006944444444444444
175,Lukaku,Chelsea,4,6.5,0,0,0,0,0,0.6,a,0.0,0.0,0.0
177,Madueke,Chelsea,3,6.5,76,1044,5,3,4,0.4,a,11.692307692307692,0.07279693486590039,0.8511641615089891
178,Marc Guiu,Chelsea,4,5.0,0,0,0,0,0,0.7,a,0.0,0.0,0.0
179,Mudryk,Chelsea,3,6.5,94,1564,5,5,7,0.4,a,14.461538461538462,0.06010230179028133,0.8691717489671454
180,N.Jackson,Chelsea,4,7.5,142,2801,14,6,9,3.3,a,18.933333333333334,0.05069617993573724,0.9598476734499584
181,Nkunku,Chelsea,3,6.5,29,437,3,0,0,16.5,a,4.461538461538462,0.06636155606407322,0.2960746347474036
182,Palmer,Chelsea,3,10.5,244,2617,22,13,7,52.0,a,23.238095238095237,0.09323653037829575,2.1666393726003963
183,Petrović,Chelsea,1,4.5,71,1986,0,0,5,1.9,a,15.777777777777779,0.03575025176233636,0.5640595278057514
184,Renato Veiga,Chelsea,3,4.5,0,0,0,0,0,0.1,a,0.0,0.0,0.0
185,Sánchez,Chelsea,1,4.5,59,1433,0,0,3,7.3,a,13.11111111111111,0.041172365666434056,0.5398154609599132
186,Sterling,Chelsea,3,7.0,123,1972,8,8,5,3.7,a,17.571428571428573,0.06237322515212982,1.0959866705302812
187,Tosin,Chelsea,2,4.5,66,1616,2,0,6,0.4,a,14.666666666666666,0.04084158415841584,0.599009900990099
188,Ugochukwu,Chelsea,3,4.5,13,296,0,0,1,0.2,a,2.888888888888889,0.04391891891891892,0.12687687687687688
189,W.Fofana,Chelsea,2,4.5,0,0,0,0,0,0.3,a,0.0,0.0,0.0
575,Wiley,Chelsea,2,4.0,0,0,0,0,0,0.1,a,0.0,0.0,0.0
581,Jørgensen,Chelsea,1,4.5,0,0,0,0,0,0.2,a,0.0,0.0,0.0
190,Ahamada,Crystal Palace,3,4.5,16,332,0,0,0,0.3,a,3.5555555555555554,0.04819277108433735,0.1713520749665328
191,Andersen,Crystal Palace,2,4.5,121,3416,2,3,10,22.8,a,26.88888888888889,0.035421545667447304,0.9524460057246942
192,J.Ayew,Crystal Palace,3,5.5,109,2540,4,7,11,0.5,a,19.818181818181817,0.042913385826771656,0.8504652827487473
193,C.Doucouré,Crystal Palace,3,5.0,21,920,0,0,3,0.1,a,4.2,0.02282608695652174,0.0958695652173913
194,C.Richards,Crystal Palace,2,4.5,62,2091,1,1,4,0.2,a,13.777777777777779,0.02965088474414156,0.40852330091928374
195,Chadi Riad,Crystal Palace,2,4.5,0,0,0,0,0,0.2,a,0.0,0.0,0.0
196,Clyne,Crystal Palace,2,4.5,52,1335,0,1,5,0.2,a,11.555555555555555,0.03895131086142322,0.45010403662089055
197,Ebiowei,Crystal Palace,3,4.5,0,0,0,0,0,0.1,a,0.0,0.0,0.0
198,Edouard,Crystal Palace,4,5.5,79,1545,7,0,6,0.8,a,14.363636363636363,0.0511326860841424,0.7344513092085908
199,Eze,Crystal Palace,3,7.0,136,2054,11,5,8,32.9,a,19.428571428571427,0.06621226874391431,1.2864097927389064
200,Guéhi,Crystal Palace,2,4.5,66,2020,0,1,6,9.1,a,14.666666666666666,0.032673267326732675,0.4792079207920792
201,Henderson,Crystal Palace,1,4.5,48,1620,0,0,4,4.6,a,10.666666666666666,0.02962962962962963,0.3160493827160494
202,Holding,Crystal Palace,2,4.5,0,0,0,0,0,0.2,a,0.0,0.0,0.0
203,Hughes,Crystal Palace,3,5.0,61,1886,0,2,8,0.1,a,12.2,0.03234358430540827,0.39459172852598084
204,Johnstone,Crystal Palace,1,4.5,68,1796,0,0,6,0.9,a,15.11111111111111,0.0378619153674833,0.5721356099975253
205,Kamada,Crystal Palace,3,5.5,0,0,0,0,0,0.6,a,0.0,0.0,0.0
206,Lerma,Crystal Palace,3,5.0,64,2399,1,1,5,0.1,a,12.8,0.026677782409337224,0.3414756148395165
207,Mateta,Crystal Palace,4,7.5,165,2274,16,7,8,8.0,a,22.0,0.07255936675461741,1.596306068601583
208,M.França,Crystal Palace,3,4.5,16,224,0,2,0,0.3,a,3.5555555555555554,0.07142857142857142,0.25396825396825395
209,Matthews,Crystal Palace,1,4.0,1,3,0,0,0,0.3,a,0.25,0.3333333333333333,0.08333333333333333
210,Mitchell,Crystal Palace,2,5.0,119,3204,2,3,10,2.4,a,23.8,0.03714107365792759,0.8839575530586767
211,Muñoz,Crystal Palace,2,5.0,56,1440,0,4,5,4.4,a,11.2,0.03888888888888889,0.43555555555555553
213,Rak-Sakyi,Crystal Palace,3,4.5,8,132,0,0,1,0.4,a,1.7777777777777777,0.06060606060606061,0.10774410774410774
214,Schlupp,Crystal Palace,3,5.0,66,1340,2,2,4,0.1,a,13.2,0.049253731343283584,0.6501492537313432
215,Ward,Crystal Palace,2,4.5,54,1978,0,1,5,0.2,a,12.0,0.027300303336703743,0.3276036400404449
216,Wharton,Crystal Palace,3,5.0,50,1296,0,3,7,0.7,a,10.0,0.038580246913580245,0.38580246913580246
217,A.Doucoure,Everton,3,5.5,116,2632,7,3,12,0.6,a,21.09090909090909,0.044072948328267476,0.929538546559823
218,Beto,Everton,4,5.0,50,943,3,0,2,0.4,a,10.0,0.053022269353128315,0.5302226935312832
219,Branthwaite,Everton,2,5.0,124,3116,3,1,12,12.0,a,24.8,0.03979460847240052,0.9869062901155329
220,Calvert-Lewin,Everton,4,6.0,101,2166,7,3,13,1.4,a,16.833333333333332,0.04662973222530009,0.7849338257925514
221,Coleman,Everton,2,4.5,30,661,0,0,4,0.2,a,6.666666666666667,0.0453857791225416,0.30257186081694404
222,Gana,Everton,3,5.0,73,1885,4,0,7,0.1,a,14.6,0.03872679045092838,0.5654111405835544
223,Garner,Everton,3,5.0,87,3001,1,2,11,0.1,a,17.4,0.02899033655448184,0.504431856047984
224,Harrison,Everton,3,5.5,92,2212,3,3,11,0.2,a,16.727272727272727,0.04159132007233273,0.695709353937202
225,Holgate,Everton,2,4.0,1,711,0,0,0,0.5,a,0.25,0.0014064697609001407,0.00035161744022503517
226,Iroegbunam,Everton,3,4.5,10,157,0,0,0,0.1,a,2.2222222222222223,0.06369426751592357,0.14154281670205238
227,J.Virginia,Everton,1,4.0,0,0,0,0,0,0.6,a,0.0,0.0,0.0
228,Keane,Everton,2,4.0,18,437,1,0,1,1.4,a,4.5,0.041189931350114416,0.18535469107551486
229,Maupay,Everton,4,5.0,76,1417,6,3,4,1.4,a,15.2,0.053634438955539876,0.8152434721242061
230,McNeil,Everton,3,5.5,124,2891,3,8,12,0.9,a,22.545454545454547,0.04289173296437219,0.9670136159240276
231,Mykolenko,Everton,2,4.5,101,2469,2,1,9,11.0,a,22.444444444444443,0.04090724989874443,0.9181404977273749
232,Ndiaye,Everton,4,5.5,0,0,0,0,0,0.2,a,0.0,0.0,0.0
234,Patterson,Everton,2,4.5,34,1000,0,2,2,0.2,a,7.555555555555555,0.034,0.2568888888888889
235,Pickford,Everton,1,5.0,153,3420,0,0,13,18.4,a,30.6,0.04473684210526316,1.3689473684210527
236,Tarkowski,Everton,2,5.0,117,3420,1,1,13,1.6,a,23.4,0.034210526315789476,0.8005263157894736
237,Y. Chermiti,Everton,4,5.0,16,196,0,0,1,0.1,a,3.2,0.08163265306122448,0.26122448979591834
238,Young,Everton,2,4.5,76,2277,0,1,9,0.2,a,16.88888888888889,0.03337725076855512,0.5637046796467087
577,Lindstrøm,Everton,3,5.5,0,0,0,0,0,0.1,a,0.0,0.0,0.0
582,O'Brien,Everton,2,5.0,0,0,0,0,0,0.0,a,0.0,0.0,0.0
239,Adama,Fulham,3,5.0,36,363,2,3,0,0.2,a,7.2,0.09917355371900827,0.7140495867768596
240,Andreas,Fulham,3,5.5,127,2611,3,9,14,4.2,a,23.09090909090909,0.048640367675220224,1.1231503081369032
